HTML,HTMLForm,IFrame,FlashContent,General Salutation,Javascript,mailto:,popups,body richness,Number of URLs,Malicious URL,text link disparity,Attachments,IP URLs,hexadecimal URL,Bad Rank Domain,Maximum Domains Counts,@_in_url,Subject richness,Fwd: mail,Re: mail,contains account,contains verify,contains update,contains prime targets,contains suspension,contains password,contains urgent,contains access,number of dots,number of dash,Class
0,0,0,0,0,0,0,0,1.2394366197183098,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2647058823529411,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,2.0,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3513513513513513,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,1,Ham
0,0,0,0,0,0,0,0,2.335195530726257,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,1,0,1.7361111111111112,5,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3035714285714286,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.1136363636363635,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3404255319148937,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2891566265060241,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.5026455026455026,1,0,0,0,0,0,0,1,0,1.0833333333333333,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.316326530612245,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1016949152542372,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3277310924369747,0,0,0,2,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1884057971014492,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.2096774193548387,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,0,0,1.6216216216216217,3,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
1,1,0,0,0,0,0,0,1.6315049226441631,95,5,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.4655172413793103,2,0,0,0,0,0,0,1,0,1.0833333333333333,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2840909090909092,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2318840579710144,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.3595505617977528,4,1,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.0638297872340425,1,0,0,0,0,0,0,1,0,1.1428571428571428,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.3470319634703196,3,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1666666666666667,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,1,0,1.875,10,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3253012048192772,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.6582278481012658,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,2.0714285714285716,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.125,2,0,0,0,0,0,0,1,0,1.3333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.5957446808510638,2,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,1,0,1.3181818181818181,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1111111111111112,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.4404761904761905,3,0,0,0,0,0,0,1,0,1.1666666666666667,0,1,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.2272727272727273,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.4210526315789473,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3298969072164948,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,1,0,1.353658536585366,21,5,0,0,0,0,0,2,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
1,1,0,0,0,0,1,0,1.3771186440677967,77,6,0,0,0,3,0,2,1,1.0833333333333333,0,0,0,0,0,0,0,0,0,0,5,2,Ham
0,0,0,0,0,0,0,0,1.1587301587301588,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
1,1,0,0,0,0,0,0,1.763869132290185,103,3,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,3,1,Ham
0,0,0,0,0,0,0,0,1.2434782608695651,2,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.3253012048192772,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2307692307692308,2,0,0,0,0,0,0,2,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.216867469879518,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,2,Ham
0,0,0,0,0,0,1,0,1.6455696202531647,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.6013513513513513,12,0,0,0,0,0,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0,2,1,Ham
0,0,0,0,0,0,0,0,1.3405797101449275,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.3870967741935485,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.2248062015503876,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.303921568627451,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,Ham
1,1,0,0,0,0,1,0,3.3973941368078178,25,0,4,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.169811320754717,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2549019607843137,2,0,0,0,0,0,0,1,0,1.1666666666666667,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2183908045977012,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
1,1,0,0,0,0,1,0,2.0201816347124115,81,5,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.0941176470588236,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.2093023255813953,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2857142857142858,3,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.8337874659400546,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.3333333333333333,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,1,0,Ham
1,1,0,0,0,0,1,0,1.6272401433691757,113,3,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.123456790123457,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.325925925925926,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2717391304347827,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2380952380952381,2,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
1,1,0,0,0,0,0,0,1.5822981366459627,98,3,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,1,0,1.1063829787234043,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.75,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2259887005649717,1,0,0,0,0,0,0,1,0,1.1666666666666667,0,1,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,0,0,1.3265306122448979,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.144578313253012,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.1395348837209303,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.255813953488372,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3333333333333333,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1782178217821782,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2142857142857142,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.1636363636363636,2,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.427807486631016,2,1,0,0,1,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.6094674556213018,5,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.28125,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.2037037037037037,2,0,0,0,0,0,0,2,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.2083333333333333,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
1,0,1,0,0,1,0,0,1.3273657289002558,79,4,0,0,0,0,0,1,1,1.0,0,0,0,0,1,0,0,0,0,0,5,1,Ham
0,0,0,0,0,0,0,0,1.4609375,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.5555555555555556,3,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.0810810810810811,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.12,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.3777777777777778,4,0,0,0,0,0,0,1,0,1.1,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.288888888888889,2,0,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.6444212721584985,17,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2924528301886793,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,0,0,1.0555555555555556,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1690140845070423,0,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.21875,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.3183856502242153,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.4360189573459716,3,0,0,0,0,0,0,3,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1081081081081081,3,0,0,0,0,0,0,2,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3875968992248062,3,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,0,0,1.1267605633802817,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.25503355704698,4,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.45,1,0,0,0,0,0,0,1,0,1.0,0,1,1,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1818181818181819,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2666666666666666,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,0,0,1.1111111111111112,1,0,0,0,0,0,0,1,0,1.4285714285714286,0,1,0,0,0,0,0,0,0,0,2,0,Ham
1,0,1,0,0,1,0,0,1.8,46,3,0,0,0,0,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,5,1,Ham
0,0,0,0,0,0,0,0,1.2162162162162162,1,0,0,0,0,0,0,1,0,1.25,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.8125,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
1,1,0,0,0,0,0,0,1.669449081803005,94,5,0,0,0,2,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.4705882352941178,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.2553191489361701,2,0,0,0,0,0,0,2,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2533333333333334,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.5802469135802468,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1142857142857143,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,1,Ham
0,0,0,0,0,0,0,0,2.9166666666666665,3,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1,2,1,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2465753424657535,2,1,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,2.1067961165048543,26,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,Ham
0,0,0,0,0,0,0,0,1.4867924528301886,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.1,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.3095238095238095,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.7349397590361446,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1827956989247312,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.5108695652173914,2,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,1,Ham
0,0,0,0,0,0,0,0,1.18348623853211,1,0,0,0,0,0,0,1,0,1.0909090909090908,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.0555555555555556,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
1,1,0,0,0,0,1,0,1.8591549295774648,86,5,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1733333333333333,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.3571428571428572,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.394736842105263,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
1,1,1,0,0,1,1,0,2.9347826086956523,96,4,0,0,0,0,0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,6,2,Ham
0,0,0,0,0,0,1,0,1.4566929133858268,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,1,Ham
0,0,0,0,0,0,1,0,1.25,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1811023622047243,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,1,0,1.2622950819672132,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1020408163265305,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2298850574712643,1,0,0,0,0,0,0,1,0,1.1666666666666667,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.2,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.2394366197183098,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
1,0,0,0,0,0,0,0,1.5,44,4,0,0,0,0,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,5,1,Ham
1,0,0,0,0,0,0,0,2.5661764705882355,76,13,0,0,0,0,0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,5,1,Ham
0,0,0,0,0,0,0,0,1.1,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.4276315789473684,3,0,0,0,0,0,0,2,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.293103448275862,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1764705882352942,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,Ham
0,0,0,0,0,0,0,0,1.1090909090909091,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.2241379310344827,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.205128205128205,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.0975609756097562,1,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.256,6,0,0,0,0,0,0,2,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,Ham
0,0,0,0,0,0,0,0,1.1875,2,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.2575757575757576,1,0,0,0,0,0,0,1,0,1.1111111111111112,0,1,0,0,0,0,0,0,0,0,2,0,Ham
0,0,0,0,0,0,0,0,1.7924528301886793,13,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,Ham
